fileId,orgin_fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
text_2241947c512c7700084a813c059779c1.txt,2241947c512c7700084a813c059779c1,汽车巨头们的碳中和路径（五）法意??https://zhuanlan.zhihu.com/p/444529096,"汽车,碳中??环境、社会和公司治理 (ESG)",本文内容分为以下部分??法国/意大利汽车巨头的碳中和路??a. 雷诺汽车碳中和目标及达成策略 b. FCA碳中和目标及达成策略 c. PSA碳中和目标及达成策略法国/意大利汽车巨头碳中和总结参考资料注：本文主要参考雷诺??,三水,2021/12/13,1905/7/13,zhuanlan.zhihu,知乎专栏,,0,0,,zh,意大??,,,,,,,,,,,
text_5fbfd46c54c296fbf23532c95d2afcbe.txt,5fbfd46c54c296fbf23532c95d2afcbe,意大利能源专家积极评价中国环保举??https://baijiahao.baidu.com/s?id=1627785917251154063&wfr=spider&for=pc,,,,海外??2019-03-12,2019,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_30232b215d1d54b49d1220dda5dea2bf.txt,30232b215d1d54b49d1220dda5dea2bf,意大利国家制革协会发??020年可持续发展报告,https://baijiahao.baidu.com/s?id=1686398207866441490&wfr=spider&for=pc,,,,皮料??2020-12-18,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_f75d4b2702d093008b53520c82328c99.txt,f75d4b2702d093008b53520c82328c99,意大利推出限塑令 禁止销售一次性塑料制??https://baijiahao.baidu.com/s?id=1721949044062213295&wfr=spider&for=pc,,,,中国侨网,2022/1/15,1905/7/14,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_f1c391c16d64fb61efe9d2b44b83eb01.txt,f1c391c16d64fb61efe9d2b44b83eb01,孔特：意大利将成为绿色经济领导??https://baijiahao.baidu.com/s?id=1647084398789915653&wfr=spider&for=pc,,,,同花顺财??2019-10-11,2019,baijiahao.baidu.com,百家??,1,,,zh,意大??,,,,,,,,,,,,
text_f18e7cc0de3dfe0e87f833d4ede0908f.txt,f18e7cc0de3dfe0e87f833d4ede0908f,意大利总理：在有效和包容性的多边框架内着力实现可持续发展,https://baijiahao.baidu.com/s?id=1697770868438124048&wfr=spider&for=pc,,,,金融??2021-04-23,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_be64d351553dade70c41c122717fcff7.txt,be64d351553dade70c41c122717fcff7,协会动??| 中国-意大利循环经济与可持续发展论坛在蓉举??https://www.sohu.com/a/256741703_774581,"可持续发??循环经济,论坛,意大??合作,动??中国,四川,交流,总领事馆",??中国—意大利循环经济与可持续发展论坛开幕式 国家发展改革委环资司副司长马荣出席论坛并致辞，她详细阐述了循环经济在中国的发展现状及所取得的成就，并指出中国早??009年就出台了《中华人民共和??,中国循环经济,2018/9/28,1905/7/10,www.sohu.com,搜狐,100,0,0,,zh,意大??,,,,,,,,,,,
text_2a48320d0a8953f201f60ac0d46a1480.txt,2a48320d0a8953f201f60ac0d46a1480,绿会接待意大利前环境部长/探讨在绿色可持续发展与循环经济领域的合作,https://www.sohu.com/a/309678958_100001695,"发展,中国,Clini,Corrado,绿色,生??Arvea,环境,领域,先生",在推动经济转型过程中要“在保护中发展，在发展中保护”。研究GEP与生态资产核算理论和方法，是绿会推动生态文明体系构建、绿色发展的又一探索??中国需要学习、借鉴先进经验，双方在生态文明建设框架下的交流，其目??,中国绿发??2019-04-22,2019,www.sohu.com,搜狐,78,0,0,,zh,意大??,,,,,,,,,,,
text_3e304ee17b985f51827a91ccf315056f.txt,3e304ee17b985f51827a91ccf315056f,中国—意大利循环经济与可持续发展论坛在成都举??四川与意大利将建立能源环境市场的信息交换平台,https://baijiahao.baidu.com/s?id=1612369705847378882&wfr=spider&for=pc,,,,川观新闻,2018/9/23,1905/7/10,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_cacc633dca262707efc4501a71789a23.txt,cacc633dca262707efc4501a71789a23,意大利古典园林对当代高层绿色建筑的启??| 胥一??| 时代建筑2018年第4??https://www.sohu.com/a/245592116_681890,"建筑,园林,高层,意大??植物,绿色,当代,启示,OneCentralPark,自然",,,时代建筑,2018/8/6,1905/7/10,www.sohu.com,搜狐,659,0,0,,zh,意大??,,,,,,,,,,
text_42871cb2b84bb71df79dd3174cf1beae.txt,42871cb2b84bb71df79dd3174cf1beae,第二届意大利全球设计日成都站开??中外名家共话绿色建筑未来,https://baijiahao.baidu.com/s?id=1594093720588638449&wfr=spider&for=pc,,,,界面新闻,2018/3/5,1905/7/10,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_8d74272a3cf899fc815eadfde381bf31.txt,8d74272a3cf899fc815eadfde381bf31,意大利风能利用发展显??https://news.bjx.com.cn/html/20071130/26735.shtml,"意大利风能利用发展显??意大??风能利用,",意大利风能利用发展显著，本网讯通讯员郭利报道从11??1日到15日，??0届世界能源大会在意大利首都罗马举行，在为??天的会议中，与会各国代表将重点讨论如何更好的通过可持续发展以应对世界面临的能源挑战。事实上，最近几年来，欧盟各国一,中国电力新闻??,2007/11/30,1905/6/29,news.bjx.com.cn,北极星网,,,,,zh,意大??,,,,,,,,,,,
text_c4219a5d8ff1a9f8e6eac46a8844c7fa.txt,c4219a5d8ff1a9f8e6eac46a8844c7fa,意大利一季度能耗下????https://baijiahao.baidu.com/s?id=1665884057610753021&wfr=spider&for=pc,,,,新浪财经,2020/5/5,1905/7/12,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_ba087e6c08d01b32a92b3a25c459ea33.txt,ba087e6c08d01b32a92b3a25c459ea33,意大利突破欧洲高温极限，联合国发布红色警报，还能解救地球吗？,https://baijiahao.baidu.com/s?id=1707972512070453807&wfr=spider&for=pc,,,,科技修仙EScat,2021/8/13,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_8267e089c902916be6dc63a82248dea1.txt,8267e089c902916be6dc63a82248dea1,比亚迪纯电动巴士登陆意大??零排放出行海外布局,https://baijiahao.baidu.com/s?id=1635314319881726361&wfr=spider&for=pc,,,,牛车??2019-06-03,2019,baijiahao.baidu.com,百家??,21,,,zh,意大??,,,,,,,,,,,
text_67c3c86349c23ec052ccb3ea78e6f317.txt,67c3c86349c23ec052ccb3ea78e6f317,欧洲2035年实现新车零排放！意大利“力保”超跑制造商,https://baijiahao.baidu.com/s?id=1710139225459295863&wfr=spider&for=pc,,,,新浪财经,2021/9/6,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_280874595ee51ff5c12c4795b91316a3.txt,280874595ee51ff5c12c4795b91316a3,欧洲目标??035实现新车零排放，意大利将如何“保护”超级跑??https://baijiahao.baidu.com/s?id=1710193913976985494&wfr=spider&for=pc,,,,矮脚??2021-09-07,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_7eca07552413efe409a64907d4f91770.txt,7eca07552413efe409a64907d4f91770,以东航为主要研究对象 双方大使见证中意智库发布民航双碳报告,https://baijiahao.baidu.com/s?id=1716648033472514312&wfr=spider&for=pc,,,,人民资讯,2021/11/17,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_d7a0a12f6b43385c7ee5c853e648fa52.txt,d7a0a12f6b43385c7ee5c853e648fa52,两国大使出席！中意智库携手发布民航双碳重磅成??https://baijiahao.baidu.com/s?id=1716734857997215706&wfr=spider&for=pc,,,,中国日报??2021-11-18,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_1d4477f981db336bbd25162f503987fe.txt,1d4477f981db336bbd25162f503987fe,意大利油气巨头合力推进能源转??https://baijiahao.baidu.com/s?id=1688056751432893166&wfr=spider&for=pc,,,,全国能源信息平台,2021/1/5,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_7cfa5580391def723870bb7abe45a077.txt,7cfa5580391def723870bb7abe45a077,意大利前财长多梅尼科：碳定价比碳税执行起来容易得??https://baijiahao.baidu.com/s?id=1701100957220852771&wfr=spider&for=pc,,,,新浪财经,2021/5/29,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_f52bba558aa4fb72bb99f472eb191b7e.txt,f52bba558aa4fb72bb99f472eb191b7e,意大利水上巴士将试用生物燃料 降低对空气污??https://baijiahao.baidu.com/s?id=1594905632853819389&wfr=spider&for=pc,,,,中国江苏??2018-03-14,2018,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_41d03076a57aa409695dc343134705e2.txt,41d03076a57aa409695dc343134705e2,意大利接受禁售燃油车，超跑们该何去何从？,https://baijiahao.baidu.com/s?id=1719909575168037493&wfr=spider&for=pc,,,,大话车江??2021-12-23,2021,baijiahao.baidu.com,百家??,8,,,zh,意大??,,,,,,,,,,,
text_fdfc820de5406f4f628e6018dab43e3f.txt,fdfc820de5406f4f628e6018dab43e3f,意大利制定国家氢能战略方??https://baijiahao.baidu.com/s?id=1684128818297580580&wfr=spider&for=pc,,,,东方财富??2020-11-23,2020,baijiahao.baidu.com,百家??,1,,,zh,意大??,,,,,,,,,,,,
text_9f04e0445001cf7984514d090e54f37a.txt,9f04e0445001cf7984514d090e54f37a,意大利进一步推动制定国家氢能战??https://www.sohu.com/a/452149562_463997,"意大??国家,经济发展??能源,工业,斯特凡诺·帕图,战略,候选国,意政??加强合作,意大??氢能,地中海地??,2021??月底，意大利工业家联合会（Confindustira）与国家新技术、能源和可持续经济发展局（ENEA）签署协议结成战略联盟，致力于在氢能领域降低工业系统能源供应成本、开发前沿技术并促进可持续发展。??,燃气在线.,2021-02-23,2021,www.sohu.com,搜狐,304.0,0,0,,zh,意大??,",,,,,,,,,,,,,,,,,,,,,,,
text_b44fed0834ece09f874d64cb3915f6b3.txt,b44fed0834ece09f874d64cb3915f6b3,意大利推动制定国家氢能战??https://baijiahao.baidu.com/s?id=1692441308695087844&wfr=spider&for=pc,,,,全国能源信息平台,2021/2/23,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_5a350b69e84c74a2fa8d536728110b4d.txt,5a350b69e84c74a2fa8d536728110b4d,意大利即将发展氢能产业，国家级战略部署终于发??https://new.qq.com/omn/20210223/20210223A07WNG00.html,"意大利即将发展氢能产业，国家级战略部署终于发??意大利_时政""","氢能""",近些年，随着社会的发展进步，传统型能源的弊端也逐渐显露出来，而相应的，氢能这种清洁能源逐渐受到各国的瞩目，近些年来，不少国家地区都正式发布了国家级的战略部署，对氢能产业的发展做出了详细规划。比如今年…??,,2021/2/23,2021,new.qq.com,腾讯??,,,,zh,意大??,,,,,,,,,,,
text_0fc848e7c7fba3ec8efbda79ecb1359c.txt,0fc848e7c7fba3ec8efbda79ecb1359c,意大利公布国家氢能发展战??https://baijiahao.baidu.com/s?id=1685607296546440904&wfr=spider&for=pc,,,,全国能源信息平台,2020/12/9,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_d50e7be0dad06a342a993ada26d3318d.txt,d50e7be0dad06a342a993ada26d3318d,意大利起草氢战略指南，到2030年氢领域投资??00亿欧??https://baijiahao.baidu.com/s?id=1683602141347426653&wfr=spider&for=pc,,,,见道??2020-11-17,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_8f9b5d265fcd3710f337fa0a8c69a7e3.txt,8f9b5d265fcd3710f337fa0a8c69a7e3,2050??100亿欧元，意大利氢价值链潜力巨大,https://www.sohu.com/a/418680133_100070607,"意大??欧元,欧洲,发展,氢气,报告,一些支??能源,天然??运输??消息资讯,意大??欧洲,氢能,氢气,欧盟",清洁氢的部署也在加速，欧盟委员??月成立了各界广泛参与的欧洲清洁氢联盟??4月欧洲氢能组织发布《为实现欧洲绿色协议??x40 GW绿氢行动计划》（下简称??x40 GW计划”），其中提出到2030年，将??,能源发展与政??2020-09-16,1905/7/12,www.sohu.com,搜狐,284,0,0,,zh,意大??,,,,,,,,,,,
text_32e17f17e524c904f41e9e744b561aa0.txt,32e17f17e524c904f41e9e744b561aa0,意大利鼓励共享可再生能源发电，用户将??0年期特别电价,https://baijiahao.baidu.com/s?id=1685765519447778109&wfr=spider&for=pc,,,,全国能源信息平台,2020/12/11,2020,baijiahao.baidu.com,百家??,1900/1/0,,,zh,意大??,,,,,,,,,,
text_0797c83993504dc34e96845185a7d3a8.txt,0797c83993504dc34e96845185a7d3a8,意大利在可再生能源领域落后于欧洲步伐,https://baijiahao.baidu.com/s?id=1701322691347451151&wfr=spider&for=pc,,,,走出去导航网,2021/6/1,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_89252a80a460551e4410d62b51cc5150.txt,89252a80a460551e4410d62b51cc5150,意大利太阳能发展现状及分??https://guangfu.bjx.com.cn/news/20110919/310807.shtml,"意大利太阳能发展现状及分??意大??太阳能电??光伏""""""",意大利太阳能发展现状及分析，有关意大利太阳能电池的新闻引发外界议论。据意大利能源管理机构意大利国家电力局(GSE)估算，目前安装的太阳能电池如果实现并网发电，已经具有70亿瓦的装机容量。这个数字已经接近意大利政府80亿瓦的太阳能发电量的,互联??,2011/9/19,2011,news.bjx.com.cn,北极星网,,,,,zh,意大??,,,,,,,,,,,
text_84dc8bb3539ce506483f8004487b073c.txt,84dc8bb3539ce506483f8004487b073c,海外资讯 | 意大利将启动第八次可再生能源招标，阿尔及利亚启动1GW太阳能招??..,https://www.163.com/dy/article/GSMDTSLC05199S8A.html,"太阳??光伏""",风能,招标,"能源""",海外资讯 | 意大利将启动第八次可再生能源招标，阿尔及利亚启动1GW太阳能招??..，太阳能，光伏，风能，招标，能源,网易,集邦新能源网,2022/1/2,2022,www.163.com,网易,,2,,,zh,意大??, 意大利将启动第八次可再生能源招标，阿尔及利亚启动1GW太阳能招??..|光伏|风能,,,,,
text_08eb00d2bc79219969e69ef7d6577a0b.txt,08eb00d2bc79219969e69ef7d6577a0b,意大利签署国际太阳能联盟协议,https://baijiahao.baidu.com/s?id=1695067445548726717&wfr=spider&for=pc,,,,全国能源信息平台,2021/3/24,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_be12adb368e9c12ad9facd526a296f8c.txt,be12adb368e9c12ad9facd526a296f8c,意大利发??030年新能源规划 光热发电装机目标??80MW,https://guangfu.bjx.com.cn/news/20190123/958735.shtml,"意大利发??030年新能源规划 光热发电装机目标??80MW,光伏发电,可再生能??意大利光热市??,意大利发??030年新能源规划 光热发电装机目标??80MW，近日，意大利经济发展部（MISE）发布《意大利2030年气候与能源国家综合计划》（NationalIntegratedPlanforClimateandEnergy2030），??030年可再生能源占比目标提升??0%??017年这一比例??8.3%。（来源:微信公众??CSPFocus光略咨询,,2019/1/23,2019,news.bjx.com.cn,北极星网,,,,,zh,意大??,",,,,,,,,,,,,,,,,,,,,,,
text_37e0dea1a2fef1be17e2d4614628a101.txt,37e0dea1a2fef1be17e2d4614628a101,意大利新能源车购置补贴高??000欧元,https://www.sohu.com/na/425887532_162758,"补贴""",欧元,意大??新能??意政??高达,权属,置换,错误,来源,意大??补贴,新能源车,汽车,"证明""",【意大利新能源车购置补贴高达8000欧元】据意大利媒体报道，意政府于8??日开始的刺激计划促进了汽车销售。根据意大利补贴政策，用10年以上旧车置换低排放新车，可获得3500欧元补贴，新能源车的购置补贴更是高达??,,2020/10/20,2020,www.sohu.com,搜狐,,0.0,,,zh,意大??
text_a3feba521fbafcaeab8794357cff02de.txt,a3feba521fbafcaeab8794357cff02de,两款重磅新能源车型出征意大利，上汽大通MAXUS深化欧洲布局,https://baijiahao.baidu.com/s?id=1702694160459151002&wfr=spider&for=pc,,,,上汽大通MAXUS,2021/6/16,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_2bd37a23a4cb988122c15f71d8f9a0b4.txt,2bd37a23a4cb988122c15f71d8f9a0b4,意大利明??030年可再生能源目标,http://www.china-nengyuan.com/news/134362.html,,意大利经济发展部（MISE）发布了新的??030年气候与能源国家综合计划》，对上一届政府在2017??1月制定的2020-2030年国家能源战略（Strateg... 关键字：意大??可再生能??光伏装机??,新能源资??2010-01-01,2010,blog.sina.com.cn,新浪博客,,,,,zh,意大??,,text_2bd37a23a4cb988122c15f71d8f9a0b4,,,,,,,,,
text_f5783a9a593bf28d14f9919b53f9b70e.txt,f5783a9a593bf28d14f9919b53f9b70e,双碳情报动??| 西澳大利亚州将建最大可再生能源园区，意大利推出海上可再生能源制氢解决方案【中国科讯??https://www.sohu.com/a/488097233_121124569,"中国??能源,信息,西澳大利??公司,制氢,Saipem,Mirning,Green,海上,双碳情报动??澳大利亚??中科??岳芳,Green",该项目将在超??5000平方公里的范围内建设50吉瓦的太阳能和风能发电设备，每年可生??50万吨绿氢??000万吨绿氨，用于供应国内并??030年以后扩大至国际市场，满足未来电力、海运、航空以及钢铁、化工和采??,本地一手新鲜事,2021/9/6,2021,www.sohu.com,搜狐,16,0,0,,zh,意大??,,,,,,,,,,,
text_04b4ab5ab5b7c47f1acee992bb09ce1b.txt,04b4ab5ab5b7c47f1acee992bb09ce1b,【环保常识】意大利零废弃之城：卡潘诺里_樱慈_新浪博客,http://blog.sina.com.cn/s/blog_4ccf9aa00102wqnp.html,"【环保常识】意大利零废弃之城：卡潘诺里_樱慈_新浪博客,樱慈,百姓课堂,低碳循环,生活技??校园经济",【环保常识】意大利零废弃之城：卡潘诺里_樱慈_新浪博客，樱慈，,,樱慈,2017/1/1,2017,blog.sina.com.cn,新浪博客,,,,,zh,意大??,,,,,,,,,
text_51b4866b0162e270f9d5c4a0e5fbe2d9.txt,51b4866b0162e270f9d5c4a0e5fbe2d9,意大利驻华大使：中国是应对气候变化的坚定伙伴,https://baijiahao.baidu.com/s?id=1697467309167040446&wfr=spider&for=pc,,,,新京??2021-04-19,1905/7/13,baijiahao.baidu.com,百家??,2,,,zh,意大??,,,,,,,,,,,
text_e9ca914c0edc2941c012b4444e94f0b2.txt,e9ca914c0edc2941c012b4444e94f0b2,意大??020年能源需求暴跌至历史新低,https://baijiahao.baidu.com/s?id=1693719558514745541&wfr=spider&for=pc,,,,电气新科技,2021/3/9,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_013cc65b653a1c4bab924beb949fdf8c.txt,013cc65b653a1c4bab924beb949fdf8c,意大利研究：低碳饮食改善健康，低碳饮食和心血管疾病的关系??https://zhuanlan.zhihu.com/p/151659797,低碳饮食,本文首发自瘦龙的博客??http://www.chinalowcarb.com/low-carb-diet-improves-health-markers/=================================================传统观念一直认为，脂肪是不健康的，必须少吃??但是，这几年????,瘦龙健康,2020/6/30,2020,zhuanlan.zhihu,知乎专栏,,0,6,,zh,意大??,,,,,,,,,,,
text_3e4ae512c1389e7e0a295266d16462cb.txt,3e4ae512c1389e7e0a295266d16462cb,欧洲宇航局：疫情封锁让意大利空气污染有所下降,https://www.sohu.com/a/381069109_99956743,"封锁,疫情,排放??中国,监测数据,工业,措施,Claus,封城,Zehner,欧洲宇航局,意大??二氧化氮,排放??波河??,专家指出：与 1~2 月份的针对中国境内的武汉等地的研究类似，随着 COVID-19 疫情在全球范围内的传播，多地的交通和工业活动有所减少??几周前，美国宇航局（NASA）在中国地区的研究报告中指出，随着??,cnBeta,2020-03-18,2020,www.sohu.com,搜狐,6161.0,0,0,,zh,意大??,",,,,,,,,,,,,,,,,,,,,,,
text_5ce9de2725ba33b43d02852ca20039a5.txt,5ce9de2725ba33b43d02852ca20039a5,新冠期间居家隔离，意料之外的事情-艺术之国意大利废气污染剧??https://baijiahao.baidu.com/s?id=1675551833209387818&wfr=spider&for=pc,,,,天文在线,2020/8/20,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_fd2e8464bbe981c3a3d7d995ea1de243.txt,fd2e8464bbe981c3a3d7d995ea1de243,因为疫情影响，中国、意大利工业排放量下降的卫星观测,https://zhuanlan.zhihu.com/p/161640365,"天文知识""""""",随着新冠病毒在全世界的传播， 为了减少病毒的传播，越来越多的工作和旅游管理措施开始实行。根据绕地卫星的观测，这些措施降低了意大利的空气污染和中国二氧化氮排放量??当冠状病毒于2019??2月在中国湖北省首次??,天文在线??2020-07-19,2020,zhuanlan.zhihu,知乎专栏,,0,1,,zh,意大??,,,,,,,,,,,
text_6e6a623d4cd513e911464e35009ffb5f.txt,6e6a623d4cd513e911464e35009ffb5f,意大利二氧化碳排放量2个月内下??5??https://baijiahao.baidu.com/s?id=1664888318776710777&wfr=spider&for=pc,,,,新浪财经,2020/4/24,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_57f47892a61b80352e421b5226298f72.txt,57f47892a61b80352e421b5226298f72,??028年意大利联合信贷银行将终止煤炭项目支??https://baijiahao.baidu.com/s?id=1677529255774238195&wfr=spider&for=pc,,,,走出去导航网,2020/9/11,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_35c041d507bcfa193946308adeca276d.txt,35c041d507bcfa193946308adeca276d,今年意大利煤炭进口有望增??%,https://www.in-en.com/article/html/energy-1201792.shtml,"意大??煤炭,进口",今年意大利煤炭进口有望增??%国际能源要闻 能源要闻 国际能源??能源资讯中心国际能源要闻栏目提供最新最全的国际能源要闻资讯信息，涵盖国际能源要闻动态信息、国际能源要闻研究，国际能源要闻分析国际能源要闻新闻资讯等信息。能源资??国际能源网??作者：实习编辑,实习编辑,2011/11/23,1905/7/3,www.in-en.com,国际能源??,0,,,zh,意大??,,,,,,,,,,,
text_007b48721dc42a80d921e0d637b80e0c.txt,007b48721dc42a80d921e0d637b80e0c,欧洲历史上创下新高温记录：意大利??0℃气温煎烤着人类的罪??https://baijiahao.baidu.com/s?id=1707993602624211194&wfr=spider&for=pc,,,,问号??2021-08-14,2021,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,,
text_0fab9c3a8a4972f406803242b2e34d83.txt,0fab9c3a8a4972f406803242b2e34d83,欧洲面临最贵寒冬，意大利为此烧??5亿，美国能源价格暴涨220%,https://www.163.com/dy/article/GLSP12UD0552D40W.html,"天然??欧洲,美国,意大??页岩??煤炭",欧洲面临最贵寒冬，意大利为此烧??5亿，美国能源价格暴涨220%，天然气，欧洲，美国，意大利，页岩油，煤??网易,科技知识官v,2021/10/9,1905/7/13,www.163.com,网易,,0,,,zh,意大??,天然气|页岩油|煤炭,,,,,,,,,
text_29113e742bb6929ce8d29a50f3720c38.txt,29113e742bb6929ce8d29a50f3720c38,意大利积极发展低碳经济，计划??028年停止对煤炭项目的支??https://www.sohu.com/a/418233158_115863,"2028??经济,计划,煤炭,项目,意大??意大??低碳,煤炭,经济,项目",意大利积极发展低碳经济，计划??028年停止对煤炭项目的支??意大利积极发展低碳经济，计划??028年停止对煤炭项目的支??,集邦新能源网,2020/9/14,2020,www.sohu.com,搜狐,723,0,0,,zh,意大??,,,,,,,,,,,
text_62fb300c26825645a94323c954e1f012.txt,62fb300c26825645a94323c954e1f012,意大利煤炭协会：预测2021年全球海运煤炭贸易量增长5%,https://baijiahao.baidu.com/s?id=1699984590697567508&wfr=spider&for=pc,,,,人民资讯,2021/5/17,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,
text_215700a7bed327b305692792cbbeb255.txt,215700a7bed327b305692792cbbeb255,意大利政府批准全??7个地点储存核废料,https://www.sohu.com/a/442688007_173506,"核废??地点,意大利政??全国,处理,保障,公司,混凝??模拟,经济发展??核废??意大??核电??索金公司,环境??,据意大利媒体报道，奋斗在意大利综合编译：近日，意大利经济发展部和环境部批准了七个大区??7个场所可以储存核废料，相关批准材料已经送达核废料处理公司??第四重保障则是将这些核废料掩埋在由不同材质构成的，总厚??,奋斗在意大利,2021-01-05,2021,www.sohu.com,搜狐,792.0,0,0,,zh,意大??,",,,,,,,,,,,,,,,,,,,,,,
text_5674278eabbdfc5244584be61d0f5519.txt,5674278eabbdfc5244584be61d0f5519,法国将延长旧核电站的使用年限。绿色和平：意大利也将承受风险（每日一篇意大利语新闻翻译）,https://zhuanlan.zhihu.com/p/368351891,"核电??意大??意大利语""""""",标题《法国将延长旧核电站的使用年限。绿色和平：意大利也将承受风险》法国要??2座旧核反应堆的运行退役时间延长十年，其中16座距意大利边境不??00公里??1??4日应绿色和平组织对该法国项目要求，时任环境部部??,容嬷嬷我是紫薇??2021-04-27,2021,zhuanlan.zhihu,知乎专栏,,0,0,,zh,意大??,,,,,,,,,,,
text_40bf5d4891585eec811beab6c3fffdd9.txt,40bf5d4891585eec811beab6c3fffdd9,日本核危机还能改变意大利能源结构??https://zhuanlan.zhihu.com/p/368018282,"核电??核能,核污??,上周，日本没有和邻国商议，就擅自宣布要将地震受损后的福岛第一核电站污水排入太平洋??福岛第一核电站的巨大水箱当中储存着??30万吨核污染水，足以填满约500个奥运会游泳池的大小，未??0年来，这些含有非氚放??,51瞧瞧??2021-04-26,2021,zhuanlan.zhihu,知乎专栏,,0,2,,zh,意大??,",,,,,,,,,,,,,,,,,,,,,,,
text_31acdc8b68847b0b1de566d784bcdfb8.txt,31acdc8b68847b0b1de566d784bcdfb8,最终被叫停的意大利核能_zhaosy1988_新浪博客,http://blog.sina.com.cn/s/blog_47ea0ee40100r6tc.html,"最终被叫停的意大利核能_zhaosy1988_新浪博客""",zhaosy1988,"杂谈""",最终被叫停的意大利核能_zhaosy1988_新浪博客，zhaosy1988??,zhaosy1988,2011/4/21,2011,blog.sina.com.cn,新浪博客,,,,,zh,意大??,,,,,,,,
text_2d23c7aeb69996605ece48ad2de704ab.txt,2d23c7aeb69996605ece48ad2de704ab,意大利批准核废料境内处理计划 将建??7座掩埋场,https://baijiahao.baidu.com/s?id=1688106023211943553&wfr=spider&for=pc,,,,欧联??2021-01-06,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
text_2f8f6649ee7aa246f877b8f1ccf5cd7b.txt,2f8f6649ee7aa246f877b8f1ccf5cd7b,曾经??座核电站的意大利，为何要停用核电30??https://baijiahao.baidu.com/s?id=1668488868092540773&wfr=spider&for=pc,,,,桥川野鸽,2020/6/3,2020,baijiahao.baidu.com,百家??,0,,,zh,意大??,,,,,,,,,,,
